,Id,Name,Country,City,Latitude,Longitude,Adress
226,2001450000000.0,The Ampersand Hotel,GB,London,51.4943077,-0.1755579,"10 Harrington Road, London, SW7 2, United Kingdom, London, England SW7 2, GBR"
228,2010040000000.0,Courthouse Hotel Shoreditch,GB,London,51.5273442,-0.0796152,"Old Street, London, EC1V 9, United Kingdom, London, England EC1V 9, GBR"
229,2018630000000.0,Malmaison London,GB,London,51.520943,-0.1004581,"3 Charterhouse Mews, London, EC1M 6BB, United Kingdom, London, England EC1M 6BB, GBR"
230,2018630000000.0,Taj 51 Buckingham Gate Suites and Residences,GB,London,51.498861,-0.1374897,"SW1E 6BS, London, England, United Kingdom, London, England SW1E 6BS, GBR"
231,2018630000000.0,Boutique Hotel Notting Hill,NL,Amsterdam,52.3583821,4.8988777,"Westeinde 26, 1017 ZP Amsterdam, Nederland, Amsterdam, Noord-Holland 1017 ZP, NLD"
232,2027220000000.0,Eurostars Cristal Palace,ES,Barcelona,41.3897945,2.1660575,"Carrer de la Diputació, 257, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP"
233,2027220000000.0,The Level at Melia Barcelona Sky,ES,Barcelona,41.406146,2.2008636,"Carrer de Lope de Vega, 141, 08005 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08005, ESP"
234,2027220000000.0,DO CO Hotel Vienna,AT,Vienna,48.2082385,16.3715725,"Stephansplatz 12, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
235,2035810000000.0,Carlyle Brera Hotel,IT,Milan,45.4769923,9.1844899,"Corso Giuseppe Garibaldi, 84, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA"
236,2044400000000.0,The Bloomsbury Hotel,GB,London,51.5171671,-0.1290534,"WC1B 3NN, London, England, United Kingdom, London, England WC1B 3NN, GBR"
237,2044400000000.0,DoubleTree By Hilton London Excel,GB,London,51.507377,0.038657,"2 Festoon Way, London, E16 1, United Kingdom, London, England E16 1, GBR"
238,2061580000000.0,Mayflower Hotel Apartments,GB,London,51.4916677,-0.1947475,"28 Trebovir Road, London, SW5 9, United Kingdom, London, England SW5 9, GBR"
240,2087350000000.0,Amarante Beau Manoir,FR,Paris,48.870994,2.3235329,"6 Passage de la Madeleine, 75008 Paris, France, Paris, Île-de-France 75008, FRA"
241,2104530000000.0,H tel Brighton Esprit de France,FR,Paris,48.8649306,2.3290844,"218 Rue de Rivoli, 75001 Paris, France, Paris, Île-de-France 75001, FRA"
242,2104530000000.0,Hilton Milan,IT,Milan,45.4862032,9.200322,"Via Luigi Galvani, 12, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA"
243,2113120000000.0,ABaC Restaurant Hotel Barcelona GL Monumento,ES,Barcelona,41.4106944,2.136294,"08022 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08022, ESP"
244,2121710000000.0,The Sumner Hotel,GB,London,51.5152892,-0.160898,"W1H 7QR, London, England, United Kingdom, London, England W1H 7QR, GBR"
245,2121710000000.0,NH Collection Amsterdam Doelen,NL,Amsterdam,52.3681919,4.8957609,"Nieuwe Doelenstraat 24, 1012 CP Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 CP, NLD"
247,2138890000000.0,The Park Grand London Paddington,GB,London,51.5142184,-0.1809032,"3 Queens Gardens, London, W2 3BA, United Kingdom, London, England W2 3BA, GBR"
248,2138890000000.0,Melia Paris Vendome,FR,Paris,48.8668228,2.3257729,"8 Rue Cambon, 75001 Paris, France, Paris, Île-de-France 75001, FRA"
249,2147480000000.0,La Suite West Hyde Park,GB,London,51.5126758,-0.1867828,"53 Inverness Terrace, London, W2 3, United Kingdom, London, England W2 3, GBR"
250,2156070000000.0,Egerton House,GB,London,51.4968406,-0.1675498,"17 Egerton Terrace, London, SW3 2BX, United Kingdom, London, England SW3 2BX, GBR"
251,2156070000000.0,W12 Rooms,GB,London,51.5045326,-0.2191174,"52 Uxbridge Road, London, W12 8, United Kingdom, London, England W12 8, GBR"
252,2156070000000.0,Hotel Dieci,IT,Milan,45.4738012,9.2239702,"Largo Rio De Janeiro, 10, 20133 Milano MI, Italia, Milano, Lombardia 20133, ITA"
254,2173250000000.0,Westside Arc de Triomphe Hotel,FR,Paris,48.8811741,2.2948337,"36 Rue Pierre Demours, 75017 Paris, France, Paris, Île-de-France 75017, FRA"
255,2181840000000.0,Twenty Nevern Square Hotel,GB,London,51.4915712,-0.1963192,"21 Nevern Square, London, SW5 9PD, United Kingdom, London, England SW5 9PD, GBR"
256,2181840000000.0,L Empire Paris,FR,Paris,48.8607764,2.3427564,"50 Rue de l'Arbre-Sec, 75001 Paris, France, Paris, Île-de-France 75001, FRA"
257,2181840000000.0,Jumeirah Carlton Tower,GB,London,51.4973568,-0.1576728,"Pont Street, London, SW1X 9, United Kingdom, London, England SW1X 9, GBR"
258,2190430000000.0,H tel Recamier,FR,Paris,48.8503493,2.3344305,"3B Place Saint-Sulpice, 75006 Paris, France, Paris, Île-de-France 75006, FRA"
259,2190430000000.0,Hotel Topazz,AT,Vienna,48.210285,16.373579,"Lichtensteg 3, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
260,2199020000000.0,Hotel Verneuil Saint Germain,FR,Paris,48.8573706,2.3314669,"8 Rue de Verneuil, 75007 Paris, France, Paris, Île-de-France 75007, FRA"
261,2207610000000.0,Pershing Hall,FR,Paris,48.8691325,2.3021659,"49 Rue Pierre Charron, 75008 Paris, France, Paris, Île-de-France 75008, FRA"
262,2207610000000.0,TWO Hotel Barcelona by Axel 4 Sup Adults Only,ES,Barcelona,41.37913,2.1561186,"Carrer de Calàbria, 90, 08015 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08015, ESP"
264,2224790000000.0,Radisson Blu Hotel Amsterdam,NL,Amsterdam,52.3702469,4.8966743,"Rusland 17, 1012 CK Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 CK, NLD"
266,2241970000000.0,H tel de la Bourdonnais,FR,Paris,48.8550466,2.304583,"111 Avenue de la Bourdonnais, 75007 Paris, France, Paris, Île-de-France 75007, FRA"
267,2250560000000.0,Vice Versa,FR,Paris,48.8363819,2.2897793,"213 Rue de la Croix-Nivert, 75015 Paris, France, Paris, Île-de-France 75015, FRA"
268,2259150000000.0,Hotel Le 10 BIS,FR,Paris,48.8780363,2.2864907,"10B Rue du Débarcadère, 75017 Paris, France, Paris, Île-de-France 75017, FRA"
269,2267740000000.0,Saint James Albany Paris Hotel Spa,FR,Paris,48.8642689,2.3308179,"202 Rue de Rivoli, 75001 Paris, France, Paris, Île-de-France 75001, FRA"
270,2267740000000.0,Claridge s,GB,London,51.5125035,-0.1477438,"47 Brook Street, London, W1K 5, United Kingdom, London, England W1K 5, GBR"
271,2276330000000.0,Hotel Espa a Ramblas,ES,Barcelona,41.3799209,2.1728181,"Carrer de Sant Pau, 11, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
272,2284920000000.0,Best Western Premier Op ra Faubourg Ex Hotel Jules,FR,Paris,48.8753359,2.3414617,"49 Rue La Fayette, 75009 Paris, France, Paris, Île-de-France 75009, FRA"
273,2284920000000.0,Mokinba Hotels Montebianco,IT,Milan,45.4788051,9.1446276,"Via Monte Rosa, 90, 20149 Milano MI, Italia, Milano, Lombardia 20149, ITA"
274,2293510000000.0,FourSide Hotel Suites Vienna,AT,Vienna,48.2565936,16.4031426,"Freytaggasse 25, 1210 Wien, Österreich, Wien, Wien 1210, AUT"
275,2293510000000.0,Hotel DO Pla a Reial G L,ES,Barcelona,41.3799929,2.1748256,"Plaça Reial, 1, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
276,2302100000000.0,St George Hotel,GB,London,51.5182768,-0.1583511,"55 Gloucester Place, London, W1U 8JQ, United Kingdom, London, England W1U 8JQ, GBR"
277,2302100000000.0,Room Mate Gerard,ES,Barcelona,41.3919114,2.1765438,"Carrer d'Ausiàs March, 42, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
278,2310690000000.0,DoubleTree by Hilton London Hyde Park,GB,London,51.5100362,-0.190657,"W2 4RT, London, England, United Kingdom, London, England W2 4RT, GBR"
279,2310690000000.0,NH Collection Amsterdam Barbizon Palace,NL,Amsterdam,52.3764175,4.9002201,"Prins Hendrikkade 59, 1012 AE Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 AE, NLD"
280,2319280000000.0,The RE London Shoreditch,GB,London,51.531979,-0.061598,"433 Hackney Road, London, E2 6, United Kingdom, London, England E2 6, GBR"
281,2319280000000.0,Aparthotel Mariano Cubi Barcelona,ES,Barcelona,41.3982129,2.1494179,"Carrer de Marià Cubí, 62, 08006 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08006, ESP"
282,2327870000000.0,Mondrian London,GB,London,51.5084036,-0.1067988,"22 Upper Ground, London, SE1 9AE, United Kingdom, London, England SE1 9AE, GBR"
283,2327870000000.0,Condes de Barcelona,ES,Barcelona,41.3935497,2.1627098,"Passeig de Gràcia, 73, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP"
284,2336460000000.0,The Laslett,GB,London,51.5095259,-0.1967234,"8 Pembridge Gardens, London, W2 4DU, United Kingdom, London, England W2 4DU, GBR"
285,2336460000000.0,Roger de Ll ria,ES,Barcelona,41.3910786,2.1717285,"Carrer de Roger de Llúria, 28, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
286,2345050000000.0,Victoria Palace Hotel,FR,Paris,48.8457587,2.3243071,"6 Rue Blaise-Desgoffe, 75006 Paris, France, Paris, Île-de-France 75006, FRA"
287,2345050000000.0,H10 Port Vell 4 Sup,ES,Barcelona,41.3815625,2.1838458,"Pas de Sota Muralla, 9, 08003 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08003, ESP"
288,2353640000000.0,Shangri La Hotel at The Shard London,GB,London,51.5044972,-0.0855562,"20 Stainer Street, London, SE1 3, United Kingdom, London, England SE1 3, GBR"
289,2362230000000.0,The Grand at Trafalgar Square,GB,London,51.506935,-0.126012,"17-21 Northumberland Avenue, London, WC2N 5, United Kingdom, London, England WC2N 5, GBR"
290,2362230000000.0,Camperio House Suites Apartments,IT,Milan,45.466598,9.183064,"Via Manfredo Camperio, 9, 20123 Milano MI, Italia, Milano, Lombardia 20123, ITA"
291,2370820000000.0,H tel du Minist re,FR,Paris,48.8712877,2.3191903,"31 Rue de Surène, 75008 Paris, France, Paris, Île-de-France 75008, FRA"
292,2370820000000.0,Upper Diagonal,ES,Barcelona,41.39038,2.121,"Carrer del Marquès de Mulhacén, 2, 08034 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08034, ESP"
293,2379410000000.0,The Zetter Townhouse Clerkenwell,GB,London,51.5231564,-0.1035134,"EC1V 4JJ, London, England, United Kingdom, London, England EC1V 4JJ, GBR"
294,2379410000000.0,Rosa Grand Milano Starhotels Collezione,IT,Milan,45.4638223,9.1940273,"Piazza Fontana, 3, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA"
295,2388000000000.0,Dorsett Shepherds Bush,GB,London,51.5039399,-0.2244232,"Shepherd's Bush Green, London, W12 8, United Kingdom, London, England W12 8, GBR"
296,2396590000000.0,K K Hotel George,GB,London,51.4918878,-0.1949706,"1 Templeton Place, London, SW5 9NB, United Kingdom, London, England SW5 9NB, GBR"
297,2396590000000.0,Palais Coburg Residenz,AT,Vienna,48.2058584,16.3766545,"Seilerstätte 3d, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
298,2405180000000.0,H tel R de Paris Boutique Hotel,FR,Paris,48.8799239,2.3288332,"41 Rue de Clichy, 75009 Paris, France, Paris, Île-de-France 75009, FRA"
299,2405180000000.0,Sheraton Grand London Park Lane,GB,London,51.5092876,-0.1370062,"3-5 Piccadilly Place, London, W1J 0DB, United Kingdom, London, England W1J 0DB, GBR"
300,2413770000000.0,Park Lane Mews Hotel,GB,London,51.5059334,-0.1489418,"Shepherd Street, London, W1J 7, United Kingdom, London, England W1J 7, GBR"
301,2413770000000.0,Hilton Garden Inn Milan North,IT,Milan,45.5161671,9.2272778,"Via Lucio Giunio Columella, 36, 20128 Milano MI, Italia, Milano, Lombardia 20128, ITA"
302,2422360000000.0,Goralska R sidences H tel Paris Bastille,FR,Paris,48.8482842,2.3657251,"7 Boulevard Bourdon, 75004 Paris, France, Paris, Île-de-France 75004, FRA"
303,2430950000000.0,H tel De Buci by MH,FR,Paris,48.8538752,2.3366123,"24 Rue de Buci, 75006 Paris, France, Paris, Île-de-France 75006, FRA"
304,2430950000000.0,Hotel Garbi Millenni,ES,Barcelona,41.3759896,2.167148,"Carrer de les Flors, 24, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
305,2448130000000.0,Bulgari Hotel London,GB,London,51.5015721,-0.1628511,"London, SW1X 7, United Kingdom, London, England SW1X 7, GBR"
307,2465310000000.0,K K Hotel Picasso,ES,Barcelona,41.3866227,2.1840722,"Passeig de Picasso, 26, 08003 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08003, ESP"
308,2473900000000.0,Antica Locanda Dei Mercanti,IT,Milan,45.467298,9.1846982,"Via San Tomaso, 6, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA"
309,2482490000000.0,Hotel 82 London,GB,London,51.5195857,-0.1584803,"82 Gloucester Place, London, W1U 6HN, United Kingdom, London, England W1U 6HN, GBR"
310,2482490000000.0,Hotel Esther a,NL,Amsterdam,52.3705447,4.8886439,"Singel 307, 1012 WJ Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 WJ, NLD"
311,2491080000000.0,MARQUIS Faubourg St Honor Relais Ch teaux,FR,Paris,48.8698184,2.3208729,"8 Rue d'Anjou, 75008 Paris, France, Paris, Île-de-France 75008, FRA"
312,2499670000000.0,H tel Bourgogne Montana by MH,FR,Paris,48.8601927,2.318423,"1 Rue de Bourgogne, 75007 Paris, France, Paris, Île-de-France 75007, FRA"
313,2499670000000.0,Guitart Grand Passage,ES,Barcelona,41.3936071,2.1504611,"Carrer de Muntaner, 212, 08036 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08036, ESP"
314,2508260000000.0,H tel Mansart Esprit de France,FR,Paris,48.8684776,2.3298238,"5 Rue des Capucines, 75001 Paris, France, Paris, Île-de-France 75001, FRA"
315,2516850000000.0,Grand Hotel Saint Michel,FR,Paris,48.8478399,2.342254,"19 Rue Cujas, 75005 Paris, France, Paris, Île-de-France 75005, FRA"
316,2516850000000.0,H10 Cubik 4 Sup,ES,Barcelona,41.388024,2.1731556,"Via Laietana, 69, 08003 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08003, ESP"
317,2525440000000.0,Le M ridien Etoile,FR,Paris,48.8794646,2.2849548,"81 Boulevard Gouvion-Saint-Cyr, 75017 Paris, France, Paris, Île-de-France 75017, FRA"
318,2525440000000.0,Ramada Apollo Amsterdam Centre,NL,Amsterdam,52.3681299,4.8440847,"Staalmeesterslaan 410, 1057 PH Amsterdam, Nederland, Amsterdam, Noord-Holland 1057 PH, NLD"
319,2534030000000.0,The Royal Horseguards,GB,London,51.5054185,-0.1241499,"1 Whitehall Court, London, WC2N 5, United Kingdom, London, England WC2N 5, GBR"
320,2534030000000.0,Barcel Raval,ES,Barcelona,41.3790126,2.1696339,"Rambla del Raval, 17, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
321,2542620000000.0,Paris Marriott Opera Ambassador Hotel,FR,Paris,48.8728351,2.3362507,"22 Boulevard Haussmann, 75009 Paris, France, Paris, Île-de-France 75009, FRA"
322,2551210000000.0,Novotel London West,GB,London,51.4919588,-0.2200956,"W6 8DW, London, England, United Kingdom, London, England W6 8DW, GBR"
323,2559800000000.0,Mercure Paris Champs Elys es,FR,Paris,48.8699731,2.2909401,"51 Rue Lauriston, 75116 Paris, France, Paris, Île-de-France 75116, FRA"
324,2568390000000.0,Le Parisis Paris Tour Eiffel,FR,Paris,48.8494851,2.2955063,"100 Boulevard de Grenelle, 75015 Paris, France, Paris, Île-de-France 75015, FRA"
325,2576980000000.0,Park Plaza Vondelpark Amsterdam,NL,Amsterdam,52.3542655,4.8664365,"Koninginneweg 34, 1075 CZ Amsterdam, Nederland, Amsterdam, Noord-Holland 1075 CZ, NLD"
326,2585570000000.0,London City Suites,GB,London,51.5206309,-0.0915341,"London, EC1Y 4, United Kingdom, London, England EC1Y 4, GBR"
327,2594160000000.0,Le Marcel,FR,Paris,48.8761376,2.3572681,"11 Rue du 8 Mai 1945, 75010 Paris, France, Paris, Île-de-France 75010, FRA"
328,2594160000000.0,Copthorne Tara Hotel London Kensington,GB,London,51.499046,-0.1917073,"London, W8 5, United Kingdom, London, England W8 5, GBR"
329,2602750000000.0,Novotel Paris 17,FR,Paris,48.8920485,2.3023791,"25 Boulevard du Fort de Vaux, 75017 Paris, France, Paris, Île-de-France 75017, FRA"
330,2602750000000.0,Arthotel ANA Prime,AT,Vienna,48.1925582,16.3576071,"Schönbrunner Straße 41, 1050 Wien, Österreich, Wien, Wien 1050, AUT"
331,2611340000000.0,NH Milano Touring,IT,Milan,45.4769167,9.196665,"Via Ugo Iginio Tarchetti, 2, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA"
332,2628520000000.0,Mercure Paris Bercy Biblioth que,FR,Paris,48.8370334,2.372322,"14 Boulevard Vincent Auriol, 75013 Paris, France, Paris, Île-de-France 75013, FRA"
333,2628520000000.0,Gran Hotel La Florida,ES,Barcelona,41.4253332,2.1211028,"Carretera de Vallvidrera al Tibidabo, 87, 08035 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08035, ESP"
334,2645700000000.0,Hotel Les Rives de Notre Dame,FR,Paris,48.8532269,2.3457159,"2 Rue Xavier Privas, 75005 Paris, France, Paris, Île-de-France 75005, FRA"
335,2654290000000.0,Best Western Hotel Astoria,IT,Milan,45.4725167,9.1439198,"Viale Murillo, 9, 20149 Milano MI, Italia, Milano, Lombardia 20149, ITA"
336,2662880000000.0,Hotel Kavalier,AT,Vienna,48.1940487,16.2971831,"Linzer Straße 163, 1140 Wien, Österreich, Wien, Wien 1140, AUT"
337,2680060000000.0,Drawing Hotel,FR,Paris,48.8644382,2.3359148,"17 Rue de Richelieu, 75001 Paris, France, Paris, Île-de-France 75001, FRA"
338,2688650000000.0,H tel Horset Op ra Best Western Premier Collection,FR,Paris,48.8691686,2.3337818,"20 Rue d'Antin, 75002 Paris, France, Paris, Île-de-France 75002, FRA"
339,2688650000000.0,Andaz London Liverpool Street,GB,London,51.5172825,-0.0812451,"57 Liverpool Street, London, EC2M 7, United Kingdom, London, England EC2M 7, GBR"
340,2697240000000.0,The Beaumont Hotel,GB,London,51.513055,-0.152257,"8 Balderton Street, London, W1K 6TF, United Kingdom, London, England W1K 6TF, GBR"
342,2705830000000.0,Best Western Palm Hotel,GB,London,51.5634756,-0.2042758,"64 Hendon Way, London, NW2 2NL, United Kingdom, London, England NW2 2NL, GBR"
343,2714420000000.0,Falkensteiner Hotel Wien Zentrum Schottenfeld,AT,Vienna,48.2048494,16.343618,"Schottenfeldgasse 74, 1070 Wien, Österreich, Wien, Wien 1070, AUT"
344,2723010000000.0,Villa Beaumarchais,FR,Paris,48.8589516,2.3670407,"3 Rue des Arquebusiers, 75003 Paris, France, Paris, Île-de-France 75003, FRA"
345,2731600000000.0,H tel Jos phine by Happyculture,FR,Paris,48.8823141,2.3316688,"2 Rue de Calais, 75009 Paris, France, Paris, Île-de-France 75009, FRA"
346,2740190000000.0,Ashburn Hotel,GB,London,51.4945522,-0.1861213,"111 Cromwell Road, London, SW7 4DP, United Kingdom, London, England SW7 4DP, GBR"
